Закупки по;Реестровый номер закупки;Способ определения поставщика (подрядчика, исполнителя), подрядной организации (размещения закупки);Наименование закупки;Предмет электронного аукциона (только для ПП РФ 615);Идентификационный код закупки;Номер лота;Наименование лота;Начальная (максимальная) цена контракта;Валюта;Начальная (максимальная) цена в валюте контракта;Валюта контракта;Классификация по ОКДП;Классификация по ОКПД;Классификация по ОКПД2;Код позиции;Наименование Заказчика;Организация, осуществляющая размещение ;Дата размещения;Дата обновления;Этап закупки;Особенности размещения заказа\ Преимущества (44-ФЗ);Дата начала подачи заявок;Дата окончания подачи заявок;Дата проведения электронного аукциона
44-ФЗ;№0173100005022000003;Электронный аукцион;Приобретение построенных патрульных катеров длиной 11-13,5 метров ;;221771454975177140100100020043011412;;;130787748.00;RUB;130787748.00;;;;;;ФЕДЕРАЛЬНАЯ СЛУЖБА ПО НАДЗОРУ В СФЕРЕ ТРАНСПОРТА;ФЕДЕРАЛЬНАЯ СЛУЖБА ПО НАДЗОРУ В СФЕРЕ ТРАНСПОРТА;31.03.2022;12.04.2022;Закупка завершена;;;08.04.2022;
44-ФЗ;№0319300003422000081;Электронный аукцион;Поставка судна на воздушной подушке для нужд Таймырского Долгано-Ненецкого муниципального района;;223840101134084010100100980013011244;;;58895000.00;RUB;58895000.00;;;;;;АДМИНИСТРАЦИЯ ТАЙМЫРСКОГО ДОЛГАНО-НЕНЕЦКОГО МУНИЦИПАЛЬНОГО РАЙОНА;УПРАВЛЕНИЕ МУНИЦИПАЛЬНОГО ЗАКАЗА И ПОТРЕБИТЕЛЬСКОГО РЫНКА АДМИНИСТРАЦИИ ТАЙМЫРСКОГО ДОЛГАНО-НЕНЕЦКОГО МУНИЦИПАЛЬНОГО РАЙОНА;28.03.2022;05.04.2022;Закупка завершена;;;05.04.2022;
44-ФЗ;№0862600013822000002;Электронный аукцион;Поставка буксира-толкача речного;;223668000773166800100100140013011244;;;52600000.00;RUB;52600000.00;;;;;;"МУНИЦИПАЛЬНОЕ КАЗЁННОЕ УЧРЕЖДЕНИЕ ""ГОРОДСКОЕ ХОЗЯЙСТВО""";"МУНИЦИПАЛЬНОЕ КАЗЁННОЕ УЧРЕЖДЕНИЕ ""ГОРОДСКОЕ ХОЗЯЙСТВО""";24.03.2022;04.04.2022;Закупка завершена;;;01.04.2022;
223-ФЗ;№32211089202;Открытый конкурс (до 01.07.18);Поставка маломерного судна в комплекте с транспортно- технологической тележкой;;;1;Поставка маломерного судна в комплекте с транспортно-технологической тележкой;60817500.00;RUB;60817500.00;;;;29.20.23.114: Прицепы и полуприцепы, технически допустимая максимальная масса которых свыше 10 т,30.11.33.190: Суда прочие;;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""АДМИНИСТРАЦИЯ МОРСКИХ ПОРТОВ ЗАПАДНОЙ АРКТИКИ""";"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""АДМИНИСТРАЦИЯ МОРСКИХ ПОРТОВ ЗАПАДНОЙ АРКТИКИ""";01.02.2022;02.02.2022;Закупка завершена;;;17.02.2022 11:00;
44-ФЗ;№0195400000221000406;Электронный аукцион;Рабочий катер, проект БЛ-820;;211772237786677220100100004093011211;;;86688478.50;RUB;86688478.50;;;;;;ФЕДЕРАЛЬНАЯ СЛУЖБА ВОЙСК НАЦИОНАЛЬНОЙ ГВАРДИИ РОССИЙСКОЙ ФЕДЕРАЦИИ;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОИЗВОДСТВЕННО-КОММЕРЧЕСКАЯ ФИРМА МНЕВ И К""";30.11.2021;14.12.2021;Закупка завершена;;;13.12.2021;
223-ФЗ;№32110872040;Иной способ;Строительство и поставка Пассажирского скегового СВП;;;1;Строительство и поставка Пассажирского скегового СВП;120000000.00;RUB;120000000.00;;;;30.11.21.120: Суда речные пассажирские;;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ГОСУДАРСТВЕННАЯ ТРАНСПОРТНАЯ ЛИЗИНГОВАЯ КОМПАНИЯ""";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ГОСУДАРСТВЕННАЯ ТРАНСПОРТНАЯ ЛИЗИНГОВАЯ КОМПАНИЯ""";26.11.2021;16.12.2021;Закупка завершена;;;13.12.2021 12:00;
223-ФЗ;№32110871009;Иной способ;строительство и поставка Несамоходного мелкосидящего земснаряда;;;1;строительство и поставка Несамоходного мелкосидящего земснаряда;690000000.00;RUB;690000000.00;;;;30.11.21.120: Суда речные пассажирские;;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ГОСУДАРСТВЕННАЯ ТРАНСПОРТНАЯ ЛИЗИНГОВАЯ КОМПАНИЯ""";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ГОСУДАРСТВЕННАЯ ТРАНСПОРТНАЯ ЛИЗИНГОВАЯ КОМПАНИЯ""";26.11.2021;15.12.2021;Закупка завершена;;;13.12.2021 12:00;
44-ФЗ;№0190300002721000294;Электронный аукцион;Выполнение работ по изготовлению и поставке пассажирского водометного катера;;213890700173089070100100130013011244;;;58033333.33;RUB;58033333.33;;;;;;УПРАВЛЕНИЕ ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА, ТРАНСПОРТА, СВЯЗИ И ЭКСПЛУАТАЦИИ ДОРОГ АДМИНИСТРАЦИИ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ШУРЫШКАРСКИЙ РАЙОН;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КОСТРОМСКОЙ СУДОМЕХАНИЧЕСКИЙ ЗАВОД""";19.11.2021;02.12.2021;Закупка завершена;;;30.11.2021;
44-ФЗ;№0126200000421004544;Электронный аукцион;Поставка многофункционального самоходного земснаряда;;212312301939931230100100670013011244;;;138000000.00;RUB;138000000.00;;;;;;ДЕПАРТАМЕНТ АГРОПРОМЫШЛЕННОГО КОМПЛЕКСА И ВОСПРОИЗВОДСТВА ОКРУЖАЮЩЕЙ СРЕДЫ БЕЛГОРОДСКОЙ ОБЛАСТИ;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МАШМЕТ""";18.10.2021;10.11.2021;Закупка завершена;;;28.10.2021;
44-ФЗ;№0373100089321000257;Электронный аукцион;Многофункциональный земснаряд;;211500802812777250100102610013011244;;;87599999.73;RUB;87599999.73;;;;;;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ВОДОХОЗЯЙСТВЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТРРЕГИОНВОДХОЗ""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МАШМЕТ""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЗИС""";20.09.2021;01.10.2021;Закупка завершена;;;30.09.2021;
44-ФЗ;№0825500000621000110;Электронный аукцион;Поставка трех единиц несамоходных паромов;;212301511504930150100100530013011244;;;140820000.00;RUB;140820000.00;;;;;;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ АСТРАХАНСКОЙ ОБЛАСТИ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНЫМИ ДОРОГАМИ ОБЩЕГО ПОЛЬЗОВАНИЯ ""АСТРАХАНЬАВТОДОР""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙЛИДЕРПЛЮС""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОМЫШЛЕННАЯ ГРУППА ""СЛИП""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КЕССОН""";07.09.2021;23.09.2021;Закупка завершена;;;15.09.2021;
223-ФЗ;№32110484691;Иной способ;Открытый конкурс (№ ЦА 43-21) по выбору организации на право заключения договора на выполнение работ по строительству буксира для нужд ФГУП «Росморпорт» ;;;1;выполнение работ по строительству буксира для нужд ФГУП «Росморпорт»  (ЦА 43-21);604792000.00;RUB;604792000.00;;;;30.11.33.190: Суда прочие;;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""РОСМОРПОРТ""";"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""РОСМОРПОРТ""";20.07.2021;20.07.2021;Закупка завершена;;;10.08.2021 11:00;
44-ФЗ;№0348100046521000089;Электронный аукцион;Пожарный катер;;211504702469450470100100001093011211;;;233800000.00;RUB;233800000.00;;;;;;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТРАЛЬНАЯ БАЗА ИЗМЕРИТЕЛЬНОЙ ТЕХНИКИ МИНИСТЕРСТВА РОССИЙСКОЙ ФЕДЕРАЦИИ ПО ДЕЛАМ ГРАЖДАНСКОЙ ОБОРОНЫ, ЧРЕЗВЫЧАЙНЫМ СИТУАЦИЯМ И ЛИКВИДАЦИИ ПОСЛЕДСТВИЙ СТИХИЙНЫХ БЕДСТВИЙ""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КИНГИСЕППСКИЙ МАШИНОСТРОИТЕЛЬНЫЙ ЗАВОД""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КРАСТ""";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КОСТРОМСКОЙ СУДОМЕХАНИЧЕСКИЙ ЗАВОД""";06.07.2021;20.10.2021;Закупка завершена;;;15.09.2021;
223-ФЗ;№32110391630;Открытый конкурс (до 01.07.18);Поставка маломерных судов для нужд ФГБУ «АМП Западной Арктики»;;;1;Поставка маломерных судов для нужд  ФГБУ «АМП Западной Арктики»;208528333.33;RUB;208528333.33;;;;30.11.33.190: Суда прочие;;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""АДМИНИСТРАЦИЯ МОРСКИХ ПОРТОВ ЗАПАДНОЙ АРКТИКИ""";"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""АДМИНИСТРАЦИЯ МОРСКИХ ПОРТОВ ЗАПАДНОЙ АРКТИКИ""";17.06.2021;04.08.2021;Закупка завершена;;;05.07.2021 11:00;
44-ФЗ;№0102100004421000011;Электронный аукцион;Поставка катера ;;211032604366603260100100370013011412;;;67835000.00;RUB;67835000.00;;;;;;АНГАРО-БАЙКАЛЬСКОЕ ТЕРРИТОРИАЛЬНОЕ УПРАВЛЕНИЕ ФЕДЕРАЛЬНОГО АГЕНТСТВА ПО РЫБОЛОВСТВУ;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КОСТРОМСКОЙ СУДОМЕХАНИЧЕСКИЙ ЗАВОД""";09.06.2021;22.06.2021;Закупка завершена;;;18.06.2021;
223-ФЗ;№32110216494;Иной способ;Открытый конкурс (№ ЦА 21-21) по выбору организации на право заключения договора на строительство судна с функциями нефтемусоросборщика для нужд ФГУП «Росморпорт»;;;1;строительство судна с функциями нефтемусоросборщика для нужд ФГУП «Росморпорт» (ЦА 21-21);150517500.00;RUB;150517500.00;;;;30.11.33.190: Суда прочие;;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""РОСМОРПОРТ""";"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""РОСМОРПОРТ""";21.04.2021;27.04.2021;Закупка завершена;;;17.05.2021 11:00;
223-ФЗ;№32110192592;Иной способ;Поставка маломерного судна для нужд  ФГБУ «АМП Западной Арктики»;;;1;Поставка маломерного судна для нужд  ФГБУ «АМП Западной Арктики»;60116666.67;RUB;60116666.67;;;;30.11.33.190: Суда прочие;;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""АДМИНИСТРАЦИЯ МОРСКИХ ПОРТОВ ЗАПАДНОЙ АРКТИКИ""";"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""АДМИНИСТРАЦИЯ МОРСКИХ ПОРТОВ ЗАПАДНОЙ АРКТИКИ""";14.04.2021;12.05.2021;Закупка завершена;;;30.04.2021 15:00;
44-ФЗ;№0173100005021000001;Электронный аукцион;Приобретение построенных патрульных катеров длиной 11-13,5 метров;;211771454975177140100100110013011412;;;130546900.00;RUB;130546900.00;;;;;;ФЕДЕРАЛЬНАЯ СЛУЖБА ПО НАДЗОРУ В СФЕРЕ ТРАНСПОРТА;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КИНГИСЕППСКИЙ МАШИНОСТРОИТЕЛЬНЫЙ ЗАВОД""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ  ""ОЗЕРНАЯ ВЕРФЬ""";17.03.2021;02.04.2021;Закупка завершена;;;25.03.2021;
44-ФЗ;№0373100089321000161;Электронный аукцион;Поставка многофункционального земснаряда;;211500802812777250100100260013011244;;;87599999.73;RUB;87599999.73;;;;;;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ВОДОХОЗЯЙСТВЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТРРЕГИОНВОДХОЗ""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МАШМЕТ""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЗИС""";15.03.2021;30.03.2021;Закупка завершена;;;25.03.2021;
44-ФЗ;№0195400000221000080;Электронный аукцион;Специальный скоростной катер серии «Афалина» проекта ТР.529;;211772237786677220100100000793011211;;;213776827.74;RUB;213776827.74;;;;;;ФЕДЕРАЛЬНАЯ СЛУЖБА ВОЙСК НАЦИОНАЛЬНОЙ ГВАРДИИ РОССИЙСКОЙ ФЕДЕРАЦИИ;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КИНГИСЕППСКИЙ МАШИНОСТРОИТЕЛЬНЫЙ ЗАВОД""";10.03.2021;23.03.2021;Закупка завершена;;;22.03.2021;
223-ФЗ;№32110043836;Иной способ;Запрос предложений в электронной форме на право заключения договора на поставку рабочего маломерного судна для заказов 05709, 05712  ;;;1;Поставка рабочего маломерного судна по ИТТ №22220-269-709-50.ИТТ для заказов 05709, 05712  ;70252199.04;RUB;70252199.04;;;;30.11: Корабли, суда и плавучие конструкции;;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАЛТИЙСКИЙ ЗАВОД""";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАЛТИЙСКИЙ ЗАВОД""";02.03.2021;23.03.2021;Закупка завершена;;;09.04.2021 12:00;
